OrderDetailID,OrderID,ProductID,Quantity,Price
4520,6913,18,3,202
4521,6599,22,3,26
4522,2544,70,2,239
4523,4696,99,4,83
4524,4285,54,4,821
4525,5694,35,4,239
4526,1232,45,4,254
4527,4580,53,2,91
4528,7237,54,3,297
4529,6741,57,4,998
4530,5809,73,3,928
4531,3507,80,2,433
4532,3617,75,2,443
4533,8151,48,4,389
4534,1850,85,4,410
4535,7005,42,1,873
4536,1770,23,1,272
4537,6823,54,1,481
4538,5862,62,1,426
4539,8441,58,2,61
4540,5063,45,4,61
4541,6589,84,4,239
4542,3165,81,1,171
4543,2826,95,4,450
4544,2836,82,4,171
4545,237,29,3,450
4546,7817,48,1,202
4547,6854,32,3,465
4548,5908,8,1,451
4549,5696,50,4,835
4550,8824,9,3,232
4551,3136,46,3,502
4552,6448,6,1,821
4553,2351,69,4,604
4554,192,45,3,616
4555,5805,77,2,26
4556,1297,25,2,91
4557,8627,95,2,742
4558,6850,98,4,223
4559,5994,81,2,471
4560,2252,57,2,763
4561,8077,26,3,232
4562,2587,84,3,604
4563,3162,6,3,540
4564,627,96,1,290
4565,2088,97,4,451
4566,3653,59,2,800
4567,8352,84,3,139
4568,9316,60,4,433
4569,9460,11,1,422
4570,8528,47,1,616
4571,1866,52,4,742
4572,7674,10,4,169
4573,1404,43,2,569
4574,500,39,3,837
4575,6409,83,2,83
4576,1847,27,1,89
4577,2880,40,1,208
4578,3855,98,4,410
4579,2084,36,3,522
4580,9124,20,1,821
4581,2625,46,3,481
4582,8225,69,3,527
4583,7745,74,2,446
4584,9339,63,3,604
4585,2950,32,1,210
4586,4955,40,2,208
4587,2501,40,1,95
4588,6218,92,4,616
4589,7019,29,2,634
4590,1050,22,3,527
4591,690,73,4,364
4592,3126,66,1,603
4593,4302,77,3,614
4594,7361,35,1,443
4595,1827,27,2,165
4596,7197,63,4,426
4597,7839,30,4,422
4598,8460,29,1,83
4599,1093,35,1,540
4600,7918,37,1,813
4601,8325,26,2,481
4602,8208,4,2,426
4603,5703,99,2,519
4604,4306,10,2,527
4605,3952,20,3,61
4606,4682,60,2,91
4607,473,10,2,481
4608,6316,30,3,893
4609,841,75,4,603
4610,7440,16,2,873
4611,1150,7,3,522
4612,6680,23,4,198
4613,3771,40,1,481
4614,482,1,4,749
4615,7815,45,1,239
4616,3484,7,3,41
4617,9651,41,3,932
4618,3235,68,3,422
4619,3002,2,3,428
4620,5920,17,4,41
4621,2366,9,3,165
4622,3170,11,2,446
4623,4696,44,3,152
4624,5161,83,3,799
4625,4078,56,1,554
4626,7938,14,2,427
4627,6826,79,1,208
4628,267,47,2,465
4629,9328,72,4,422
4630,4828,59,4,735
4631,8535,60,4,821
4632,2809,33,3,893
4633,3730,56,2,670
4634,1003,2,4,616
4635,280,2,2,223
4636,5109,60,4,514
4637,9156,20,1,272
4638,2070,23,4,451
4639,2571,82,1,152
4640,5756,30,3,139
4641,8828,85,1,569
4642,4551,36,2,739
4643,7354,67,1,670
4644,6629,57,4,67
4645,610,17,2,61
4646,7661,24,4,777
4647,2242,68,1,239
4648,5487,73,3,217
4649,8117,33,4,422
4650,9715,57,3,426
4651,6509,98,2,569
4652,8042,45,1,364
4653,8360,54,1,171
4654,2227,32,1,67
4655,2441,59,4,928
4656,653,8,4,254
4657,6476,60,4,61
4658,6282,15,2,554
4659,9627,31,3,413
4660,7571,64,3,603
4661,5992,5,1,450
4662,1248,42,4,30
4663,1625,29,2,254
4664,3851,14,1,210
4665,2717,52,2,95
4666,825,53,2,83
4667,9281,13,1,26
4668,7174,60,4,254
4669,91,48,2,443
4670,6435,26,1,481
4671,7808,84,2,616
4672,315,31,3,893
4673,4622,36,2,171
4674,9131,27,1,673
4675,5806,97,1,443
4676,2935,93,1,422
4677,6332,91,4,511
4678,2538,4,4,954
4679,2133,75,2,428
4680,1410,89,3,649
4681,6469,5,2,511
4682,2800,51,2,297
4683,5844,66,2,670
4684,6618,40,3,749
4685,4799,77,4,171
4686,5027,27,2,272
4687,5114,81,2,446
4688,856,95,3,835
4689,8218,54,2,426
4690,6781,75,2,67
4691,7410,9,4,634
4692,1819,11,2,670
4693,8467,7,1,471
4694,3621,70,3,410
4695,7972,30,1,83
4696,7389,93,3,498
4697,9128,95,2,413
4698,3200,87,3,208
4699,2667,77,2,30
4700,9100,37,4,835
4701,4944,76,1,210
4702,2511,45,2,569
4703,1824,82,4,813
4704,8448,76,2,413
4705,5362,67,1,498
4706,7288,48,3,616
4707,7174,100,1,730
4708,2921,81,4,53
4709,8849,10,3,272
4710,5612,13,3,451
4711,6914,60,2,960
4712,1292,23,1,61
4713,2925,30,4,364
4714,7564,61,3,195
4715,3635,28,1,569
4716,8240,23,1,451
4717,7847,69,1,603
4718,1514,49,1,169
4719,5225,30,2,198
4720,70,73,2,735
4721,6505,98,4,409
4722,4954,26,4,26
4723,2862,81,4,427
4724,5695,34,2,202
4725,5096,68,3,83
4726,4911,78,1,413
4727,5166,2,2,171
4728,4176,48,2,670
4729,2471,70,2,91
4730,4573,73,4,673
4731,1586,24,4,799
4732,7473,14,4,998
4733,1434,77,3,603
4734,2014,75,1,422
4735,9633,89,1,389
4736,8555,30,2,763
4737,1300,88,1,389
4738,1253,34,3,673
4739,7543,23,2,670
4740,8525,83,1,139
4741,6624,65,4,428
4742,3538,79,3,433
4743,8873,46,4,749
4744,5502,62,2,427
4745,2315,54,4,928
4746,9783,16,4,169
4747,9195,60,1,53
4748,7039,98,3,254
4749,4174,65,1,616
4750,818,58,3,427
4751,1909,22,2,217
4752,361,53,2,813
4753,8253,2,1,624
4754,4103,49,4,704
4755,1295,13,2,30
4756,4617,35,3,239
4757,213,21,3,670
4758,9381,41,4,95
4759,8423,72,2,91
4760,6971,29,4,91
4761,8860,73,2,165
4762,8074,53,3,389
4763,3190,4,3,139
4764,4184,67,3,195
4765,5636,4,4,511
4766,751,91,1,26
4767,2275,37,1,364
4768,1268,94,1,409
4769,421,79,3,26
4770,4527,16,2,152
4771,1384,92,4,569
4772,5591,55,3,217
4773,5833,76,1,61
4774,3655,89,1,960
4775,147,28,2,165
4776,3885,60,4,502
4777,1354,4,3,427
4778,5174,99,1,670
4779,3885,39,3,239
4780,8963,69,4,522
4781,2124,29,2,998
4782,3462,17,2,511
4783,1774,31,2,139
4784,1741,12,3,26
4785,4542,100,3,208
4786,393,95,2,428
4787,9866,11,3,139
4788,41,46,2,873
4789,2971,39,4,389
4790,7861,30,3,835
4791,2058,32,3,749
4792,561,72,2,519
4793,9107,74,2,41
4794,9367,11,2,498
4795,9828,27,3,413
4796,6633,6,2,426
4797,7561,55,1,208
4798,6874,6,3,932
4799,2686,30,3,910
4800,3763,18,2,603
4801,6372,39,3,61
4802,2315,78,3,749
4803,3331,63,3,198
4804,3836,15,1,171
4805,2493,50,1,739
4806,2633,53,2,422
4807,6174,100,3,749
4808,1616,87,1,928
4809,1032,36,4,502
4810,1193,89,2,91
4811,2200,9,2,30
4812,381,61,4,928
4813,7588,24,2,502
4814,7057,83,4,604
4815,3840,100,4,569
4816,1351,61,3,777
4817,9646,98,2,603
4818,4687,75,4,739
4819,3132,48,3,297
4820,1152,35,2,489
4821,9599,92,2,481
4822,1194,31,3,800
4823,552,100,3,489
4824,9243,97,1,465
4825,6589,15,4,800
4826,6096,66,2,165
4827,3380,27,3,616
4828,9959,16,2,364
4829,5504,67,4,422
4830,253,63,2,61
4831,5084,27,1,730
4832,6791,32,4,83
4833,8371,58,4,813
4834,8449,35,1,41
4835,9672,24,4,171
4836,6676,71,2,569
4837,2602,83,3,210
4838,9360,5,4,451
4839,7769,39,2,389
4840,2643,51,2,61
4841,6928,63,3,932
4842,8080,8,2,603
4843,6832,89,4,489
4844,3040,22,4,61
4845,3383,66,4,519
4846,8940,40,3,998
4847,7836,46,3,171
4848,2711,10,3,763
4849,2493,82,3,932
4850,96,89,1,389
4851,4440,80,3,489
4852,244,79,3,614
4853,8730,71,2,554
4854,4372,76,3,634
4855,1836,96,1,139
4856,3858,67,2,527
4857,7268,1,1,569
4858,9870,56,2,569
4859,5978,43,1,427
4860,6541,87,2,730
4861,602,35,2,514
4862,6185,65,3,272
4863,7119,44,4,569
4864,3513,84,1,670
4865,7639,80,3,389
4866,6794,45,2,954
4867,8133,35,3,649
4868,9266,37,3,428
4869,1636,65,1,800
4870,8464,47,3,893
4871,6112,55,1,980
4872,8075,34,4,799
4873,3943,21,3,67
4874,4065,26,2,413
4875,9699,14,3,426
4876,6640,18,3,422
4877,7108,88,2,451
4878,5591,35,3,511
4879,193,65,3,67
4880,508,16,2,519
4881,1162,61,3,735
4882,7479,21,4,428
4883,4000,88,4,30
4884,7725,26,3,427
4885,6331,47,2,53
4886,7014,46,2,835
4887,6431,18,4,451
4888,3541,41,2,603
4889,4568,88,2,777
4890,1659,92,2,409
4891,2136,20,3,202
4892,4532,81,1,217
4893,5894,85,4,735
4894,3804,18,2,202
4895,3834,66,3,202
4896,1866,36,2,673
4897,9039,17,4,61
4898,9151,43,1,272
4899,2904,70,2,53
4900,5183,35,4,540
4901,9290,98,4,290
4902,5594,56,4,67
4903,8065,86,2,799
4904,3092,96,4,410
4905,9245,10,1,673
4906,2754,70,3,763
4907,1730,77,4,91
4908,1992,70,3,26
4909,4918,100,3,83
4910,3929,33,4,614
4911,1298,2,2,217
4912,9965,80,3,735
4913,1745,40,2,739
4914,1288,25,2,171
4915,7219,84,4,450
4916,1875,91,1,169
4917,7013,46,1,873
4918,3538,15,2,569
4919,8825,74,2,95
4920,7730,91,2,514
4921,7721,17,1,569
4922,7484,86,2,169
4923,4421,14,3,30
4924,6991,28,3,649
4925,223,72,3,446
4926,5726,8,2,540
4927,839,29,4,413
4928,4884,41,2,198
4929,39,65,3,670
4930,9987,54,1,297
4931,771,73,3,489
4932,3335,8,1,763
4933,2433,4,2,670
4934,5531,85,3,554
4935,8897,69,2,498
4936,5588,64,2,89
4937,4204,58,2,616
4938,1211,41,2,645
4939,6402,41,4,422
4940,764,87,1,481
4941,352,87,4,800
4942,8468,59,2,465
4943,3556,2,4,232
4944,8475,67,1,928
4945,3668,11,3,603
4946,9911,28,2,422
4947,319,3,2,422
4948,8917,73,4,297
4949,7723,96,3,422
4950,1669,52,1,489
4951,4471,74,3,465
4952,1525,12,3,290
4953,1727,44,3,198
4954,4246,56,3,910
4955,3164,20,1,649
4956,6796,61,4,169
4957,6759,41,2,427
4958,4810,12,4,389
4959,240,9,2,910
4960,611,25,4,514
4961,229,75,4,422
4962,5009,9,1,511
4963,8948,13,3,474
4964,6875,13,1,389
4965,8500,7,1,208
4966,9501,12,2,450
4967,1353,41,2,297
4968,3251,87,4,821
4969,922,27,4,297
4970,736,92,3,763
4971,3403,31,4,41
4972,5896,64,1,514
4973,5844,56,4,422
4974,3364,34,2,26
4975,1178,12,2,83
4976,5081,68,4,960
4977,919,20,3,634
4978,3046,36,4,800
4979,8668,67,4,511
4980,331,93,1,139
4981,349,70,3,89
4982,6060,69,4,41
4983,468,63,1,489
4984,1752,43,4,742
4985,687,99,4,742
4986,4265,12,1,409
4987,7437,55,3,198
4988,9914,47,1,95
4989,8130,84,4,474
4990,9970,89,2,61
4991,3258,96,3,89
4992,6875,67,2,514
4993,9574,62,3,960
4994,5442,63,4,89
4995,8446,1,2,217
4996,7621,1,2,217
4997,27,66,4,169
4998,2619,13,1,239
4999,987,82,4,428
5000,1614,85,4,428
5001,9371,66,3,835
5002,2747,88,4,169
5003,8888,70,4,409
5004,6613,64,1,223
5005,3377,67,1,91
5006,1756,50,3,821
5007,8849,78,4,171
5008,4474,31,4,730
5009,1273,94,3,171
5010,6912,9,3,198
5011,4006,65,2,498
5012,1025,55,2,954
5013,2586,29,1,30
5014,7365,89,3,83
5015,9924,39,1,67
5016,5997,84,4,614
5017,8820,12,4,893
5018,6573,34,4,428
5019,269,22,4,152
5020,2657,60,1,527
5021,1433,78,4,527
5022,7442,58,3,202
5023,8247,92,4,735
5024,6043,63,4,443
5025,6712,59,4,443
5026,9585,71,4,171
5027,9986,6,1,704
5028,8124,36,2,603
5029,6228,32,4,95
5030,2342,59,4,540
5031,3018,90,3,514
5032,8156,54,4,198
5033,8659,70,3,603
5034,8757,34,2,514
5035,2431,43,4,53
5036,4256,48,3,165
5037,6374,50,3,83
5038,7372,29,2,735
5039,1795,6,1,893
5040,832,65,1,61
5041,6540,8,2,704
5042,282,72,2,89
5043,6949,26,1,634
5044,7538,22,4,624
5045,3658,16,2,603
5046,3628,74,3,422
5047,8331,17,1,202
5048,6099,72,2,645
5049,4549,84,4,498
5050,7448,65,3,527
5051,9443,53,2,30
5052,6748,60,2,910
5053,8723,31,1,873
5054,9926,22,2,409
5055,9528,25,3,208
5056,3703,76,2,604
5057,109,29,1,742
5058,8167,66,3,554
5059,723,14,1,41
5060,499,50,1,83
5061,9311,88,1,502
5062,9708,25,4,169
5063,6993,24,2,489
5064,2831,12,2,704
5065,3518,3,4,670
5066,6283,79,2,603
5067,269,45,4,165
5068,8529,74,3,893
5069,5148,10,1,165
5070,5276,40,4,540
5071,7184,42,3,527
5072,5924,27,2,465
5073,3825,62,3,290
5074,1192,6,1,409
5075,7060,38,3,139
5076,353,30,3,614
5077,2562,9,3,450
5078,205,33,4,980
5079,3330,23,2,217
5080,1787,21,2,742
5081,2432,65,1,739
5082,3429,76,1,364
5083,2373,35,4,704
5084,2118,46,4,409
5085,562,23,2,527
5086,1888,98,4,139
5087,4272,98,2,980
5088,6655,91,3,481
5089,8913,96,3,428
5090,393,51,2,634
5091,245,19,4,554
5092,5032,82,3,837
5093,8322,72,1,673
5094,6729,99,2,704
5095,9875,48,3,502
5096,4705,100,1,30
5097,8057,49,2,481
5098,3091,28,2,928
5099,4845,100,2,569
5100,1853,54,3,998
5101,7143,40,3,83
5102,7358,50,4,41
5103,7821,5,2,451
5104,1938,38,4,813
5105,4994,49,4,837
5106,6147,77,4,704
5107,902,79,2,670
5108,8092,68,3,554
5109,1357,55,3,649
5110,1364,31,3,446
5111,6304,30,2,465
5112,9087,66,3,837
5113,3487,71,4,569
5114,7433,57,4,554
5115,6211,73,2,198
5116,1974,29,2,603
5117,9311,30,2,739
5118,9935,83,1,254
5119,4337,22,2,106
5120,2797,36,2,364
5121,7297,53,2,91
5122,9736,57,4,837
5123,425,3,3,450
5124,3297,57,3,540
5125,9730,30,1,670
5126,1201,16,2,443
5127,7261,66,4,649
5128,9487,75,3,569
5129,6141,47,1,954
5130,8626,92,1,223
5131,2796,29,2,152
5132,1966,27,2,232
5133,7628,45,3,489
5134,5634,70,2,427
5135,6869,63,3,502
5136,669,18,2,704
5137,7069,40,3,835
5138,4467,69,1,670
5139,9311,10,1,489
5140,5309,86,1,670
5141,4961,24,4,489
5142,2308,57,1,465
5143,7356,7,2,489
5144,6405,97,1,954
5145,4653,12,1,389
5146,1288,81,3,95
5147,1862,100,3,202
5148,2985,60,2,649
5149,5130,98,2,427
5150,804,57,4,202
5151,4199,20,3,443
5152,2958,53,3,443
5153,6988,50,2,893
5154,6929,15,3,202
5155,501,73,1,422
5156,1229,16,2,202
5157,97,72,3,910
5158,6541,62,2,171
5159,8112,87,3,413
5160,3885,7,2,413
5161,3639,64,4,673
5162,4658,92,1,195
5163,2544,95,1,813
5164,7700,63,3,446
5165,9580,74,1,208
5166,9558,15,1,389
5167,6093,58,3,489
5168,8384,7,1,67
5169,6382,55,3,514
5170,225,86,3,634
5171,7357,53,1,152
5172,773,22,4,527
5173,9438,85,2,603
5174,3013,21,4,272
5175,2667,90,4,91
5176,1625,74,4,739
5177,8124,89,2,413
5178,3475,70,3,223
5179,4153,15,3,514
5180,520,62,3,409
5181,3530,24,4,223
5182,9618,52,4,422
5183,873,80,2,446
5184,958,68,4,980
5185,3032,18,1,413
5186,8429,37,4,443
5187,4429,75,3,502
5188,7992,77,1,670
5189,4721,6,2,165
5190,3227,33,1,413
5191,1568,36,4,471
5192,910,21,3,171
5193,1961,95,3,763
5194,6262,52,3,634
5195,1386,18,3,777
5196,816,17,1,569
5197,5350,9,3,749
5198,3785,79,4,451
5199,9002,29,2,928
5200,322,4,2,554
5201,4399,88,4,893
5202,7643,75,1,83
5203,844,88,3,603
5204,2572,12,1,41
5205,6595,62,4,649
5206,8603,31,3,152
5207,7331,68,2,489
5208,7181,44,4,735
5209,6902,20,1,67
5210,9016,6,2,980
5211,2501,45,1,409
5212,2810,69,2,670
5213,1876,59,2,232
5214,4155,14,4,998
5215,6103,79,4,614
5216,3340,81,3,837
5217,8861,79,4,514
5218,3072,25,4,254
5219,6592,14,2,413
5220,2931,92,2,519
5221,5675,58,4,910
5222,9794,31,4,364
5223,5254,27,1,428
5224,8405,41,1,569
5225,2147,52,3,413
5226,3343,52,1,202
5227,6802,36,1,471
5228,9265,80,1,540
5229,2223,50,1,165
5230,5634,99,1,239
5231,4997,77,3,290
5232,6633,21,3,41
5233,9222,47,1,502
5234,7923,20,2,443
5235,2602,72,3,61
5236,3539,84,4,498
5237,8720,32,1,61
5238,5836,6,2,410
5239,8920,78,2,169
5240,8785,34,3,735
5241,7768,36,2,670
5242,3498,76,4,910
5243,6720,34,2,928
5244,7559,16,4,742
5245,7497,44,1,202
5246,5776,35,1,217
5247,267,59,1,511
5248,3465,58,4,569
5249,6913,77,1,290
5250,3884,27,1,217
5251,9395,41,1,389
5252,3848,30,2,673
5253,1607,33,1,427
5254,6693,100,4,426
5255,6245,96,2,410
5256,6789,78,1,195
5257,7372,48,3,290
5258,8660,45,4,837
5259,2071,84,2,540
5260,4793,54,1,208
5261,6721,91,4,210
5262,7065,97,2,239
5263,659,32,2,83
5264,537,93,1,422
5265,2428,36,1,498
5266,6123,7,2,614
5267,9042,86,1,960
5268,4925,25,3,165
5269,2092,11,2,489
5270,9575,3,3,813
5271,1677,69,2,61
5272,5844,55,3,446
5273,8845,44,2,799
5274,4404,97,2,800
5275,7964,44,1,980
5276,7525,73,2,540
5277,7533,48,3,489
5278,4456,75,2,290
5279,5111,3,2,290
5280,3126,72,1,569
5281,4763,100,4,223
5282,2383,55,1,511
5283,6239,73,3,893
5284,315,100,3,53
5285,8680,97,1,604
5286,6973,87,3,217
5287,3884,67,2,232
5288,8879,43,3,223
5289,1992,58,3,428
5290,6365,57,3,83
5291,2928,16,3,171
5292,1445,60,4,254
5293,7497,55,3,603
5294,3020,46,1,106
5295,7540,72,3,616
5296,3965,43,3,409
5297,1513,1,3,195
5298,8091,63,4,83
5299,9216,43,2,239
5300,1951,88,1,800
5301,6349,93,4,41
5302,2319,13,3,465
5303,1733,58,1,616
5304,5930,66,4,474
5305,631,33,4,61
5306,3084,78,1,426
5307,6129,74,3,730
5308,6437,4,1,511
5309,6281,80,1,670
5310,9911,33,4,223
5311,5934,13,4,422
5312,8647,5,1,540
5313,8105,8,4,603
5314,5215,43,2,364
5315,3308,64,1,893
5316,4103,72,3,409
5317,6533,95,1,413
5318,7293,85,2,195
5319,5412,74,1,83
5320,9179,21,2,511
5321,513,55,3,171
5322,9722,75,2,95
5323,718,63,3,624
5324,6588,88,1,83
5325,3521,61,1,290
5326,9096,92,3,821
5327,9197,31,4,554
5328,41,76,2,202
5329,8111,45,4,41
5330,5995,24,4,670
5331,3930,63,1,645
5332,6052,45,1,67
5333,3176,28,2,428
5334,5361,82,4,171
5335,3332,33,1,433
5336,9182,15,3,498
5337,5935,28,3,614
5338,4126,59,3,511
5339,9298,28,1,704
5340,6430,40,3,624
5341,5998,76,2,634
5342,355,87,3,450
5343,9530,30,1,928
5344,1859,88,2,835
5345,8727,9,1,730
5346,6519,58,2,223
5347,253,13,3,61
5348,5695,42,3,165
5349,7212,84,2,61
5350,7358,19,2,735
5351,7887,64,3,735
5352,6697,4,1,195
5353,7632,26,4,91
5354,2658,51,4,474
5355,4876,18,3,202
5356,9682,97,4,511
5357,4668,84,1,446
5358,8964,43,4,165
5359,5602,63,4,446
5360,7571,85,3,800
5361,7085,40,2,603
5362,7345,23,4,41
5363,2602,75,1,960
5364,3092,59,4,624
5365,9328,6,4,195
5366,724,70,3,427
5367,1040,75,3,451
5368,2555,100,1,83
5369,3347,8,2,604
5370,6879,88,4,446
5371,7927,10,2,239
5372,3604,19,3,645
5373,2411,24,4,26
5374,3404,33,4,735
5375,3505,87,2,443
5376,1263,71,4,998
5377,5530,48,3,139
5378,7562,5,4,433
5379,4428,47,2,821
5380,5110,62,4,489
5381,7369,89,4,217
5382,9208,77,4,471
5383,4933,10,1,735
5384,7327,81,3,427
5385,1462,40,2,426
5386,3386,14,3,670
5387,2146,61,2,427
5388,5948,75,1,61
5389,6358,46,4,443
5390,6184,10,4,239
5391,445,46,1,239
5392,1744,94,1,254
5393,34,55,3,389
5394,62,50,4,873
5395,9295,80,3,604
5396,5293,14,1,446
5397,6751,30,1,254
5398,3589,4,4,195
5399,353,39,4,83
5400,1082,3,4,603
5401,2171,56,3,873
5402,1629,21,4,670
5403,4099,22,4,749
5404,9007,68,1,217
5405,3961,23,3,95
5406,253,4,1,739
5407,3620,70,4,730
5408,4406,38,2,813
5409,532,25,4,297
5410,9859,59,3,489
5411,197,2,1,446
5412,5507,58,3,217
5413,9128,62,4,502
5414,3323,97,1,954
5415,8655,37,4,928
5416,9595,98,4,364
5417,1734,90,4,223
5418,8215,79,3,540
5419,2748,21,1,272
5420,3239,59,3,742
5421,9776,81,4,474
5422,9429,55,1,649
5423,813,84,2,254
5424,8598,72,3,169
5425,3124,71,1,67
5426,9230,65,1,749
5427,8722,3,1,195
5428,7282,60,4,673
5429,9394,38,2,171
5430,6949,98,4,364
5431,8311,31,4,873
5432,1899,72,4,519
5433,5450,25,2,893
5434,4844,28,2,433
5435,2294,89,4,223
5436,6461,1,2,730
5437,4949,80,3,730
5438,2116,61,1,165
5439,9056,3,3,616
5440,4068,48,4,171
5441,8248,14,2,645
5442,3972,14,1,471
5443,6801,42,2,446
5444,6196,49,4,30
5445,2685,40,3,446
5446,7082,79,1,569
5447,9633,23,2,433
5448,1810,66,2,998
5449,7119,92,2,821
5450,5565,43,1,624
5451,61,63,3,511
5452,3408,75,4,511
5453,8580,91,3,522
5454,4767,22,2,83
5455,4896,78,4,433
5456,664,55,3,800
5457,6459,17,4,30
5458,9820,55,3,511
5459,1227,57,2,428
5460,2248,56,2,954
5461,2753,39,3,426
5462,2946,2,4,777
5463,8177,60,3,932
5464,2684,30,4,41
5465,6260,29,1,763
5466,2003,84,2,67
5467,7134,96,4,514
5468,1525,1,1,223
5469,3711,99,4,474
5470,2457,21,4,413
5471,8757,70,3,540
5472,9609,83,1,450
5473,8436,99,2,704
5474,3868,80,4,61
5475,4005,13,1,297
5476,6048,78,3,481
5477,2123,10,2,498
5478,9721,13,4,704
5479,370,96,3,502
5480,2174,94,3,624
5481,9368,70,1,554
5482,6744,77,2,91
5483,5600,63,4,624
5484,1622,82,4,980
5485,4289,82,3,450
5486,355,87,4,409
5487,8250,100,4,446
5488,5324,28,4,89
5489,7672,49,2,171
5490,3374,6,1,514
5491,7513,16,1,489
5492,3356,25,2,614
5493,5585,12,3,471
5494,2256,42,1,208
5495,7904,28,1,498
5496,9019,29,4,670
5497,7661,54,1,514
5498,8964,91,2,239
5499,5756,77,4,202
5500,681,80,2,446
5501,572,86,1,604
5502,1342,20,3,735
5503,2580,33,4,603
5504,4231,71,2,522
5505,351,100,3,813
5506,5751,9,2,645
5507,2692,11,2,297
5508,4296,89,2,511
5509,6387,33,3,171
5510,3321,42,3,489
5511,7831,84,4,106
5512,1881,98,1,519
5513,5924,59,2,239
5514,9205,59,4,835
5515,5617,25,4,763
5516,5141,79,2,634
5517,7231,27,4,433
5518,4421,97,2,364
5519,1754,95,2,409
5520,7039,15,2,910
5521,1196,77,3,604
5522,626,41,4,821
5523,8637,80,1,83
5524,7359,94,3,171
5525,8275,81,3,998
5526,154,82,4,519
5527,8626,21,4,527
5528,4513,96,3,195
5529,8068,76,2,61
5530,7407,57,2,67
5531,5950,1,3,498
5532,4258,77,1,53
5533,8834,72,3,41
5534,4395,44,3,171
5535,2376,78,3,739
5536,9649,80,4,821
5537,8725,50,3,446
5538,7820,19,3,511
5539,7035,74,3,634
5540,7937,63,3,83
5541,3580,95,4,742
5542,3633,100,2,171
5543,8929,67,3,290
5544,2027,2,1,835
5545,6317,18,2,223
5546,2569,14,2,272
5547,3740,66,2,290
5548,1442,24,4,152
5549,2208,62,4,603
5550,9335,66,1,409
5551,961,24,1,139
5552,9063,78,2,443
5553,89,56,2,634
5554,4788,1,2,409
5555,9808,46,3,474
5556,2111,75,3,443
5557,108,15,3,198
5558,8005,8,3,749
5559,9912,29,2,465
5560,3735,30,1,735
5561,9812,89,1,932
5562,5507,67,4,928
5563,3456,1,4,954
5564,6465,91,1,749
5565,1006,24,1,730
5566,307,24,4,433
5567,8400,3,4,489
5568,8932,65,4,91
5569,3660,57,4,645
5570,9111,71,2,527
5571,2949,22,4,471
5572,2690,11,3,471
5573,2051,68,4,195
5574,647,82,4,239
5575,6490,11,4,152
5576,1484,97,3,254
5577,2482,66,3,514
5578,956,54,2,704
5579,5057,87,2,409
5580,705,89,2,498
5581,8700,9,2,481
5582,2101,20,2,210
5583,5641,9,3,67
5584,4495,61,3,670
5585,5228,15,2,290
5586,5682,61,1,649
5587,6868,34,1,195
5588,8261,79,1,910
5589,2524,97,1,522
5590,1639,22,4,446
5591,3942,52,1,704
5592,8208,100,2,422
5593,5199,77,1,489
5594,7913,42,1,83
5595,9959,14,3,742
5596,3370,15,1,451
5597,6554,33,4,777
5598,3742,3,3,290
5599,1235,7,4,297
5600,184,46,1,821
5601,1944,49,4,428
5602,40,40,4,777
5603,8895,41,3,603
5604,6597,53,2,649
5605,9531,56,2,800
5606,3040,69,4,837
5607,6205,26,1,171
5608,9908,2,2,893
5609,8012,50,2,932
5610,2084,1,2,41
5611,9444,68,3,519
5612,8735,28,1,763
5613,7905,58,3,410
5614,5243,58,1,603
5615,2311,10,1,410
5616,2266,15,4,649
5617,5466,18,2,422
5618,8468,39,2,837
5619,5025,63,3,603
5620,5605,12,2,446
5621,6267,72,4,928
5622,9302,42,3,670
5623,9958,65,1,290
5624,7060,35,3,171
5625,362,70,3,450
5626,7594,46,3,932
5627,7935,16,3,799
5628,5850,21,4,364
5629,5468,55,4,433
5630,4210,13,2,649
5631,5997,6,1,171
5632,6344,29,4,61
5633,8349,2,2,527
5634,5443,49,4,195
5635,6032,68,2,254
5636,1535,84,3,223
5637,850,49,3,474
5638,6467,8,2,232
5639,8414,54,4,61
5640,8794,2,4,800
5641,9186,4,1,928
5642,9479,82,3,422
5643,4075,46,3,410
5644,4123,33,3,670
5645,9223,10,4,30
5646,2404,61,1,41
5647,6698,57,2,446
5648,3925,82,1,799
5649,5274,83,4,53
5650,8468,95,3,297
5651,8413,79,3,422
5652,7255,52,2,481
5653,7759,98,3,83
5654,8243,52,3,519
5655,9034,84,3,83
5656,8066,32,2,730
5657,8320,52,2,195
5658,2277,28,2,527
5659,1371,26,4,649
5660,3985,39,2,514
5661,6339,18,3,433
5662,8293,11,2,522
5663,7473,74,3,739
5664,4808,62,1,165
5665,4258,2,4,527
5666,7408,35,4,165
5667,4489,42,3,91
5668,5306,97,1,217
5669,1105,14,3,139
5670,5816,9,3,835
5671,9942,7,1,670
5672,201,23,1,433
5673,8895,57,3,649
5674,883,71,1,290
5675,6161,65,1,83
5676,4334,20,3,198
5677,6893,57,4,471
5678,6490,54,4,763
5679,9461,46,3,540
5680,9520,99,1,730
5681,7622,38,2,26
5682,2465,47,3,210
5683,5926,8,2,389
5684,2103,95,4,413
5685,9354,19,2,26
5686,5492,69,3,171
5687,9823,45,2,569
5688,3197,34,4,910
5689,8216,44,2,83
5690,92,80,4,522
5691,8688,7,4,413
5692,3436,21,2,742
5693,2611,44,1,739
