OrderID,CustomerID,OrderDate,TotalAmount
2053,8120,2023-03-27 12:00:00,1922
2054,6107,2023-03-27 13:00:00,4965
2055,8939,2023-03-27 14:00:00,3349
2056,9767,2023-03-27 15:00:00,353
2057,4441,2023-03-27 16:00:00,1447
2058,3602,2023-03-27 17:00:00,1485
2059,3517,2023-03-27 18:00:00,2215
2060,2853,2023-03-27 19:00:00,3637
2061,592,2023-03-27 20:00:00,591
2062,693,2023-03-27 21:00:00,821
2063,1164,2023-03-27 22:00:00,1208
2064,8601,2023-03-27 23:00:00,214
2065,2383,2023-03-28 00:00:00,4598
2066,5401,2023-03-28 01:00:00,146
2067,8597,2023-03-28 02:00:00,4340
2068,5843,2023-03-28 03:00:00,2854
2069,5976,2023-03-28 04:00:00,3314
2070,4743,2023-03-28 05:00:00,2631
2071,1484,2023-03-28 06:00:00,4671
2072,5159,2023-03-28 07:00:00,1641
2073,9057,2023-03-28 08:00:00,4270
2074,1585,2023-03-28 09:00:00,4719
2075,8409,2023-03-28 10:00:00,3752
2076,7414,2023-03-28 11:00:00,3047
2077,743,2023-03-28 12:00:00,2416
2078,4514,2023-03-28 13:00:00,2472
2079,9056,2023-03-28 14:00:00,829
2080,3983,2023-03-28 15:00:00,244
2081,2856,2023-03-28 16:00:00,4419
2082,4047,2023-03-28 17:00:00,3137
2083,3685,2023-03-28 18:00:00,239
2084,8642,2023-03-28 19:00:00,2145
2085,1116,2023-03-28 20:00:00,2045
2086,2838,2023-03-28 21:00:00,3911
2087,3429,2023-03-28 22:00:00,297
2088,7045,2023-03-28 23:00:00,548
2089,2194,2023-03-29 00:00:00,500
2090,3339,2023-03-29 01:00:00,3193
2091,2167,2023-03-29 02:00:00,2861
2092,1527,2023-03-29 03:00:00,4794
2093,8456,2023-03-29 04:00:00,2002
2094,9492,2023-03-29 05:00:00,2796
2095,3419,2023-03-29 06:00:00,1734
2096,2713,2023-03-29 07:00:00,1201
2097,787,2023-03-29 08:00:00,4668
2098,4989,2023-03-29 09:00:00,2117
2099,236,2023-03-29 10:00:00,1839
2100,3335,2023-03-29 11:00:00,2823
2101,1075,2023-03-29 12:00:00,2133
2102,744,2023-03-29 13:00:00,2693
2103,1006,2023-03-29 14:00:00,3006
2104,8205,2023-03-29 15:00:00,435
2105,7025,2023-03-29 16:00:00,3180
2106,1851,2023-03-29 17:00:00,2589
2107,4902,2023-03-29 18:00:00,4002
2108,3604,2023-03-29 19:00:00,2566
2109,2261,2023-03-29 20:00:00,2468
2110,9176,2023-03-29 21:00:00,3794
2111,7815,2023-03-29 22:00:00,2633
2112,9955,2023-03-29 23:00:00,1706
2113,1289,2023-03-30 00:00:00,858
2114,9209,2023-03-30 01:00:00,951
2115,2154,2023-03-30 02:00:00,2329
2116,4583,2023-03-30 03:00:00,4565
2117,4500,2023-03-30 04:00:00,4992
2118,4486,2023-03-30 05:00:00,2099
2119,608,2023-03-30 06:00:00,3967
2120,4045,2023-03-30 07:00:00,4184
2121,7144,2023-03-30 08:00:00,102
2122,2837,2023-03-30 09:00:00,789
2123,8902,2023-03-30 10:00:00,830
2124,767,2023-03-30 11:00:00,490
2125,3599,2023-03-30 12:00:00,3643
2126,92,2023-03-30 13:00:00,3265
2127,100,2023-03-30 14:00:00,2215
2128,8878,2023-03-30 15:00:00,141
2129,7623,2023-03-30 16:00:00,1910
2130,1751,2023-03-30 17:00:00,2574
2131,3670,2023-03-30 18:00:00,1953
2132,394,2023-03-30 19:00:00,4804
2133,8786,2023-03-30 20:00:00,1430
2134,9078,2023-03-30 21:00:00,4648
2135,8140,2023-03-30 22:00:00,336
2136,3053,2023-03-30 23:00:00,4264
2137,8697,2023-03-31 00:00:00,524
2138,5237,2023-03-31 01:00:00,2845
2139,3751,2023-03-31 02:00:00,1902
2140,1778,2023-03-31 03:00:00,2562
2141,6934,2023-03-31 04:00:00,3528
2142,8326,2023-03-31 05:00:00,452
2143,2926,2023-03-31 06:00:00,611
2144,7348,2023-03-31 07:00:00,2764
2145,6821,2023-03-31 08:00:00,620
2146,585,2023-03-31 09:00:00,3499
2147,9629,2023-03-31 10:00:00,3650
2148,8549,2023-03-31 11:00:00,2043
2149,7603,2023-03-31 12:00:00,3173
2150,5197,2023-03-31 13:00:00,2472
2151,9943,2023-03-31 14:00:00,1167
2152,1701,2023-03-31 15:00:00,4379
2153,9902,2023-03-31 16:00:00,678
2154,3682,2023-03-31 17:00:00,1134
2155,8729,2023-03-31 18:00:00,1015
2156,2469,2023-03-31 19:00:00,2983
2157,8343,2023-03-31 20:00:00,380
2158,9948,2023-03-31 21:00:00,3804
2159,2551,2023-03-31 22:00:00,2282
2160,888,2023-03-31 23:00:00,1728
2161,4839,2023-04-01 00:00:00,4040
2162,2563,2023-04-01 01:00:00,4293
2163,9801,2023-04-01 02:00:00,1199
2164,7791,2023-04-01 03:00:00,3661
2165,6728,2023-04-01 04:00:00,1074
2166,5532,2023-04-01 05:00:00,4755
2167,9434,2023-04-01 06:00:00,3918
2168,208,2023-04-01 07:00:00,2295
2169,3833,2023-04-01 08:00:00,4231
2170,3362,2023-04-01 09:00:00,4574
2171,2900,2023-04-01 10:00:00,3615
2172,8152,2023-04-01 11:00:00,341
2173,5751,2023-04-01 12:00:00,2939
2174,4035,2023-04-01 13:00:00,2492
2175,2280,2023-04-01 14:00:00,3957
2176,5762,2023-04-01 15:00:00,4298
2177,9181,2023-04-01 16:00:00,3928
2178,6748,2023-04-01 17:00:00,4632
2179,6476,2023-04-01 18:00:00,3082
2180,7805,2023-04-01 19:00:00,3743
2181,1650,2023-04-01 20:00:00,4416
2182,2409,2023-04-01 21:00:00,2735
2183,9317,2023-04-01 22:00:00,2323
2184,8721,2023-04-01 23:00:00,2747
2185,5597,2023-04-02 00:00:00,3724
2186,9464,2023-04-02 01:00:00,2448
2187,7543,2023-04-02 02:00:00,3399
2188,1420,2023-04-02 03:00:00,4638
2189,5696,2023-04-02 04:00:00,709
2190,8127,2023-04-02 05:00:00,2190
2191,4174,2023-04-02 06:00:00,4594
2192,1736,2023-04-02 07:00:00,4112
2193,4386,2023-04-02 08:00:00,4675
2194,1149,2023-04-02 09:00:00,4583
2195,8024,2023-04-02 10:00:00,2457
2196,5588,2023-04-02 11:00:00,2820
2197,9716,2023-04-02 12:00:00,2323
2198,6696,2023-04-02 13:00:00,232
2199,8903,2023-04-02 14:00:00,1340
2200,9153,2023-04-02 15:00:00,2287
2201,7859,2023-04-02 16:00:00,2607
2202,5,2023-04-02 17:00:00,4538
2203,4920,2023-04-02 18:00:00,1234
2204,8310,2023-04-02 19:00:00,148
2205,2792,2023-04-02 20:00:00,4276
2206,9759,2023-04-02 21:00:00,1076
2207,6893,2023-04-02 22:00:00,4126
2208,6574,2023-04-02 23:00:00,2574
2209,5830,2023-04-03 00:00:00,3306
2210,6825,2023-04-03 01:00:00,1797
2211,3373,2023-04-03 02:00:00,3887
2212,5540,2023-04-03 03:00:00,1801
2213,5182,2023-04-03 04:00:00,1858
2214,9378,2023-04-03 05:00:00,1444
2215,7254,2023-04-03 06:00:00,4957
2216,5133,2023-04-03 07:00:00,2460
2217,4513,2023-04-03 08:00:00,1126
2218,1148,2023-04-03 09:00:00,3022
2219,3067,2023-04-03 10:00:00,3425
2220,8808,2023-04-03 11:00:00,832
2221,3121,2023-04-03 12:00:00,3252
2222,1027,2023-04-03 13:00:00,4222
2223,3071,2023-04-03 14:00:00,3071
2224,8954,2023-04-03 15:00:00,3897
2225,5843,2023-04-03 16:00:00,2902
2226,5670,2023-04-03 17:00:00,379
2227,7321,2023-04-03 18:00:00,2217
2228,7485,2023-04-03 19:00:00,118
2229,4823,2023-04-03 20:00:00,2723
2230,8626,2023-04-03 21:00:00,3762
2231,1223,2023-04-03 22:00:00,831
2232,9726,2023-04-03 23:00:00,2530
2233,6184,2023-04-04 00:00:00,1940
2234,4794,2023-04-04 01:00:00,1895
2235,5609,2023-04-04 02:00:00,4714
2236,8984,2023-04-04 03:00:00,1260
2237,7749,2023-04-04 04:00:00,2818
2238,6548,2023-04-04 05:00:00,3090
2239,9245,2023-04-04 06:00:00,704
2240,2085,2023-04-04 07:00:00,2259
2241,2555,2023-04-04 08:00:00,918
2242,1682,2023-04-04 09:00:00,1707
2243,3723,2023-04-04 10:00:00,1851
2244,2037,2023-04-04 11:00:00,2501
2245,7104,2023-04-04 12:00:00,4445
2246,3158,2023-04-04 13:00:00,2594
2247,7556,2023-04-04 14:00:00,40
2248,7568,2023-04-04 15:00:00,4431
2249,8614,2023-04-04 16:00:00,3312
2250,959,2023-04-04 17:00:00,637
2251,5453,2023-04-04 18:00:00,4860
2252,8787,2023-04-04 19:00:00,1108
2253,2218,2023-04-04 20:00:00,168
2254,9541,2023-04-04 21:00:00,4397
2255,2830,2023-04-04 22:00:00,132
2256,228,2023-04-04 23:00:00,1089
2257,7494,2023-04-05 00:00:00,2513
2258,5,2023-04-05 01:00:00,1113
2259,152,2023-04-05 02:00:00,2249
2260,3078,2023-04-05 03:00:00,3991
2261,6434,2023-04-05 04:00:00,1000
2262,3972,2023-04-05 05:00:00,2377
2263,1005,2023-04-05 06:00:00,3300
2264,7302,2023-04-05 07:00:00,4458
2265,8003,2023-04-05 08:00:00,3071
2266,3661,2023-04-05 09:00:00,4113
2267,3519,2023-04-05 10:00:00,2615
2268,9187,2023-04-05 11:00:00,1991
2269,6490,2023-04-05 12:00:00,4505
2270,9929,2023-04-05 13:00:00,3001
2271,9815,2023-04-05 14:00:00,4404
2272,2628,2023-04-05 15:00:00,4682
2273,4709,2023-04-05 16:00:00,2602
2274,6088,2023-04-05 17:00:00,3984
2275,6818,2023-04-05 18:00:00,4104
2276,6457,2023-04-05 19:00:00,4880
2277,1926,2023-04-05 20:00:00,4671
2278,5703,2023-04-05 21:00:00,1143
2279,8365,2023-04-05 22:00:00,1071
2280,9385,2023-04-05 23:00:00,4691
2281,9319,2023-04-06 00:00:00,835
2282,228,2023-04-06 01:00:00,998
2283,7301,2023-04-06 02:00:00,2878
2284,3644,2023-04-06 03:00:00,702
2285,3729,2023-04-06 04:00:00,3675
2286,9427,2023-04-06 05:00:00,2622
2287,5229,2023-04-06 06:00:00,800
2288,4617,2023-04-06 07:00:00,4619
2289,3716,2023-04-06 08:00:00,1462
2290,4522,2023-04-06 09:00:00,4520
2291,2122,2023-04-06 10:00:00,2779
2292,7264,2023-04-06 11:00:00,2221
2293,7297,2023-04-06 12:00:00,2281
2294,343,2023-04-06 13:00:00,3653
2295,6545,2023-04-06 14:00:00,3140
2296,4318,2023-04-06 15:00:00,2565
2297,9551,2023-04-06 16:00:00,4061
2298,4833,2023-04-06 17:00:00,1390
2299,3175,2023-04-06 18:00:00,2409
2300,8930,2023-04-06 19:00:00,2848
2301,8055,2023-04-06 20:00:00,1482
2302,1027,2023-04-06 21:00:00,573
2303,5950,2023-04-06 22:00:00,2592
2304,4640,2023-04-06 23:00:00,735
2305,1104,2023-04-07 00:00:00,4315
2306,2684,2023-04-07 01:00:00,3409
2307,4945,2023-04-07 02:00:00,3762
2308,6965,2023-04-07 03:00:00,4064
2309,8588,2023-04-07 04:00:00,3183
2310,7504,2023-04-07 05:00:00,3671
2311,7378,2023-04-07 06:00:00,3155
2312,9727,2023-04-07 07:00:00,2853
2313,8237,2023-04-07 08:00:00,3515
2314,1980,2023-04-07 09:00:00,1357
2315,1865,2023-04-07 10:00:00,2441
2316,10000,2023-04-07 11:00:00,4151
2317,4445,2023-04-07 12:00:00,3031
2318,3102,2023-04-07 13:00:00,2679
2319,3434,2023-04-07 14:00:00,1184
2320,8996,2023-04-07 15:00:00,2755
2321,2070,2023-04-07 16:00:00,4833
2322,5141,2023-04-07 17:00:00,4733
2323,8683,2023-04-07 18:00:00,4738
2324,1480,2023-04-07 19:00:00,198
2325,1704,2023-04-07 20:00:00,1057
2326,4317,2023-04-07 21:00:00,3854
2327,4687,2023-04-07 22:00:00,4798
2328,5618,2023-04-07 23:00:00,4825
2329,4909,2023-04-08 00:00:00,2577
2330,3231,2023-04-08 01:00:00,1859
2331,8335,2023-04-08 02:00:00,3588
2332,1850,2023-04-08 03:00:00,4443
2333,4021,2023-04-08 04:00:00,4832
2334,8237,2023-04-08 05:00:00,4006
2335,451,2023-04-08 06:00:00,3196
2336,1260,2023-04-08 07:00:00,3333
2337,9196,2023-04-08 08:00:00,511
2338,4778,2023-04-08 09:00:00,4916
2339,7393,2023-04-08 10:00:00,4230
2340,7576,2023-04-08 11:00:00,329
2341,7987,2023-04-08 12:00:00,2618
2342,1997,2023-04-08 13:00:00,1721
2343,4889,2023-04-08 14:00:00,825
2344,7137,2023-04-08 15:00:00,4039
2345,1495,2023-04-08 16:00:00,4227
2346,9265,2023-04-08 17:00:00,1912
2347,1579,2023-04-08 18:00:00,1346
2348,1236,2023-04-08 19:00:00,1937
2349,9932,2023-04-08 20:00:00,2644
2350,9208,2023-04-08 21:00:00,4430
2351,6994,2023-04-08 22:00:00,2261
2352,1560,2023-04-08 23:00:00,1993
2353,9761,2023-04-09 00:00:00,4060
2354,7889,2023-04-09 01:00:00,3998
2355,9703,2023-04-09 02:00:00,1335
2356,4576,2023-04-09 03:00:00,3449
2357,3857,2023-04-09 04:00:00,2592
2358,9904,2023-04-09 05:00:00,630
2359,4140,2023-04-09 06:00:00,2887
2360,7833,2023-04-09 07:00:00,1509
2361,3528,2023-04-09 08:00:00,223
2362,6499,2023-04-09 09:00:00,3409
2363,5820,2023-04-09 10:00:00,1419
2364,3869,2023-04-09 11:00:00,2287
2365,4452,2023-04-09 12:00:00,1392
2366,7305,2023-04-09 13:00:00,1276
2367,8095,2023-04-09 14:00:00,2367
2368,5740,2023-04-09 15:00:00,3223
2369,9694,2023-04-09 16:00:00,1714
2370,815,2023-04-09 17:00:00,2702
2371,7585,2023-04-09 18:00:00,3012
2372,4066,2023-04-09 19:00:00,253
2373,1324,2023-04-09 20:00:00,2157
2374,8197,2023-04-09 21:00:00,3595
2375,9451,2023-04-09 22:00:00,2826
2376,2035,2023-04-09 23:00:00,1947
2377,6591,2023-04-10 00:00:00,4870
2378,5967,2023-04-10 01:00:00,1977
2379,200,2023-04-10 02:00:00,1513
2380,1706,2023-04-10 03:00:00,951
2381,3932,2023-04-10 04:00:00,67
2382,2069,2023-04-10 05:00:00,2290
2383,3759,2023-04-10 06:00:00,2780
2384,2844,2023-04-10 07:00:00,4581
2385,2197,2023-04-10 08:00:00,2084
2386,8817,2023-04-10 09:00:00,698
2387,2134,2023-04-10 10:00:00,3965
2388,2579,2023-04-10 11:00:00,1610
2389,6207,2023-04-10 12:00:00,2538
2390,8884,2023-04-10 13:00:00,848
2391,2598,2023-04-10 14:00:00,1586
2392,814,2023-04-10 15:00:00,1587
2393,6552,2023-04-10 16:00:00,3354
2394,1628,2023-04-10 17:00:00,225
2395,4617,2023-04-10 18:00:00,1825
2396,3593,2023-04-10 19:00:00,499
2397,2581,2023-04-10 20:00:00,2140
2398,6239,2023-04-10 21:00:00,1481
2399,3933,2023-04-10 22:00:00,2649
2400,8488,2023-04-10 23:00:00,2786
2401,7114,2023-04-11 00:00:00,1457
2402,3252,2023-04-11 01:00:00,1962
2403,1155,2023-04-11 02:00:00,3762
2404,533,2023-04-11 03:00:00,2825
2405,5128,2023-04-11 04:00:00,2847
2406,888,2023-04-11 05:00:00,790
2407,3273,2023-04-11 06:00:00,86
2408,2926,2023-04-11 07:00:00,1465
2409,2433,2023-04-11 08:00:00,2921
2410,3598,2023-04-11 09:00:00,2438
2411,8012,2023-04-11 10:00:00,383
2412,5526,2023-04-11 11:00:00,4515
2413,4619,2023-04-11 12:00:00,2917
2414,9027,2023-04-11 13:00:00,279
2415,9570,2023-04-11 14:00:00,3879
2416,3481,2023-04-11 15:00:00,1088
2417,4607,2023-04-11 16:00:00,3954
2418,8404,2023-04-11 17:00:00,1330
2419,9119,2023-04-11 18:00:00,1462
2420,2673,2023-04-11 19:00:00,1348
2421,4033,2023-04-11 20:00:00,248
2422,8537,2023-04-11 21:00:00,4865
2423,5994,2023-04-11 22:00:00,1229
2424,6004,2023-04-11 23:00:00,1990
2425,9894,2023-04-12 00:00:00,4241
2426,7426,2023-04-12 01:00:00,4247
2427,3847,2023-04-12 02:00:00,3252
2428,4017,2023-04-12 03:00:00,1745
2429,296,2023-04-12 04:00:00,1636
2430,7725,2023-04-12 05:00:00,1917
2431,7385,2023-04-12 06:00:00,4461
2432,4484,2023-04-12 07:00:00,1982
2433,1497,2023-04-12 08:00:00,2151
2434,1568,2023-04-12 09:00:00,2502
2435,6034,2023-04-12 10:00:00,1470
2436,5451,2023-04-12 11:00:00,4300
2437,1976,2023-04-12 12:00:00,1275
2438,4133,2023-04-12 13:00:00,420
2439,7399,2023-04-12 14:00:00,1767
2440,4279,2023-04-12 15:00:00,2002
2441,7926,2023-04-12 16:00:00,1995
2442,4166,2023-04-12 17:00:00,3673
2443,8429,2023-04-12 18:00:00,3484
2444,464,2023-04-12 19:00:00,2434
2445,5238,2023-04-12 20:00:00,3202
2446,930,2023-04-12 21:00:00,2328
2447,1887,2023-04-12 22:00:00,1107
2448,7674,2023-04-12 23:00:00,3894
2449,7672,2023-04-13 00:00:00,2567
2450,7919,2023-04-13 01:00:00,3180
2451,3912,2023-04-13 02:00:00,1412
2452,6545,2023-04-13 03:00:00,1535
2453,4413,2023-04-13 04:00:00,2713
2454,718,2023-04-13 05:00:00,2923
2455,6366,2023-04-13 06:00:00,3978
2456,658,2023-04-13 07:00:00,4520
2457,1213,2023-04-13 08:00:00,4483
2458,6436,2023-04-13 09:00:00,240
2459,758,2023-04-13 10:00:00,3032
2460,6903,2023-04-13 11:00:00,1290
2461,5537,2023-04-13 12:00:00,4288
2462,3479,2023-04-13 13:00:00,4238
2463,5573,2023-04-13 14:00:00,1772
2464,9423,2023-04-13 15:00:00,655
2465,6070,2023-04-13 16:00:00,2883
2466,5480,2023-04-13 17:00:00,2757
2467,5126,2023-04-13 18:00:00,2716
2468,5094,2023-04-13 19:00:00,4109
2469,5593,2023-04-13 20:00:00,1519
2470,83,2023-04-13 21:00:00,3281
2471,7967,2023-04-13 22:00:00,520
2472,3763,2023-04-13 23:00:00,1676
2473,1401,2023-04-14 00:00:00,3378
2474,659,2023-04-14 01:00:00,1916
2475,6246,2023-04-14 02:00:00,2128
2476,5151,2023-04-14 03:00:00,1181
2477,1338,2023-04-14 04:00:00,145
2478,7141,2023-04-14 05:00:00,3795
2479,8886,2023-04-14 06:00:00,4307
2480,4328,2023-04-14 07:00:00,1989
2481,9337,2023-04-14 08:00:00,3305
2482,3257,2023-04-14 09:00:00,2260
2483,864,2023-04-14 10:00:00,608
2484,1250,2023-04-14 11:00:00,3114
2485,9411,2023-04-14 12:00:00,762
2486,4905,2023-04-14 13:00:00,3247
2487,9242,2023-04-14 14:00:00,1136
2488,7362,2023-04-14 15:00:00,845
2489,2903,2023-04-14 16:00:00,1723
2490,4807,2023-04-14 17:00:00,2676
2491,5384,2023-04-14 18:00:00,1173
2492,9687,2023-04-14 19:00:00,2292
2493,2337,2023-04-14 20:00:00,3963
2494,368,2023-04-14 21:00:00,2415
2495,412,2023-04-14 22:00:00,1154
2496,3094,2023-04-14 23:00:00,1525
2497,8035,2023-04-15 00:00:00,2264
2498,354,2023-04-15 01:00:00,2258
2499,9758,2023-04-15 02:00:00,3155
2500,5679,2023-04-15 03:00:00,4609
2501,1339,2023-04-15 04:00:00,188
2502,4878,2023-04-15 05:00:00,196
2503,329,2023-04-15 06:00:00,1188
2504,9686,2023-04-15 07:00:00,606
2505,8156,2023-04-15 08:00:00,74
2506,7017,2023-04-15 09:00:00,2754
2507,1487,2023-04-15 10:00:00,3765
2508,7608,2023-04-15 11:00:00,155
2509,3736,2023-04-15 12:00:00,557
2510,738,2023-04-15 13:00:00,2229
2511,5368,2023-04-15 14:00:00,2227
2512,3889,2023-04-15 15:00:00,2585
2513,6893,2023-04-15 16:00:00,1748
2514,4844,2023-04-15 17:00:00,4430
2515,9987,2023-04-15 18:00:00,727
2516,9495,2023-04-15 19:00:00,1260
2517,6292,2023-04-15 20:00:00,4379
2518,2669,2023-04-15 21:00:00,1595
2519,4239,2023-04-15 22:00:00,3009
2520,5072,2023-04-15 23:00:00,4577
2521,4167,2023-04-16 00:00:00,1204
2522,638,2023-04-16 01:00:00,4429
2523,4563,2023-04-16 02:00:00,4999
2524,2642,2023-04-16 03:00:00,4246
2525,8233,2023-04-16 04:00:00,4782
2526,8963,2023-04-16 05:00:00,4180
2527,5803,2023-04-16 06:00:00,588
2528,4375,2023-04-16 07:00:00,1462
2529,7639,2023-04-16 08:00:00,2036
2530,3017,2023-04-16 09:00:00,966
2531,3711,2023-04-16 10:00:00,2852
2532,58,2023-04-16 11:00:00,4064
2533,9846,2023-04-16 12:00:00,71
2534,3238,2023-04-16 13:00:00,3679
2535,6517,2023-04-16 14:00:00,2404
2536,82,2023-04-16 15:00:00,4254
2537,5990,2023-04-16 16:00:00,4507
2538,6508,2023-04-16 17:00:00,253
2539,1509,2023-04-16 18:00:00,4547
2540,5166,2023-04-16 19:00:00,4403
2541,8454,2023-04-16 20:00:00,1149
2542,3707,2023-04-16 21:00:00,4723
2543,6236,2023-04-16 22:00:00,2571
2544,4115,2023-04-16 23:00:00,4748
2545,2318,2023-04-17 00:00:00,635
2546,4673,2023-04-17 01:00:00,1944
2547,8861,2023-04-17 02:00:00,3948
2548,1271,2023-04-17 03:00:00,2365
2549,9927,2023-04-17 04:00:00,4909
2550,3815,2023-04-17 05:00:00,2792
2551,4020,2023-04-17 06:00:00,938
2552,4716,2023-04-17 07:00:00,3262
2553,6647,2023-04-17 08:00:00,4875
2554,6840,2023-04-17 09:00:00,4941
2555,2232,2023-04-17 10:00:00,1971
2556,8633,2023-04-17 11:00:00,293
2557,581,2023-04-17 12:00:00,2365
2558,3322,2023-04-17 13:00:00,4327
2559,376,2023-04-17 14:00:00,3093
2560,6082,2023-04-17 15:00:00,975
2561,5578,2023-04-17 16:00:00,2356
2562,3802,2023-04-17 17:00:00,3777
2563,6490,2023-04-17 18:00:00,4081
2564,10000,2023-04-17 19:00:00,4812
2565,729,2023-04-17 20:00:00,2908
2566,4276,2023-04-17 21:00:00,2738
2567,6781,2023-04-17 22:00:00,616
2568,2424,2023-04-17 23:00:00,2340
2569,6327,2023-04-18 00:00:00,4404
2570,2377,2023-04-18 01:00:00,2259
2571,6634,2023-04-18 02:00:00,4381
2572,2248,2023-04-18 03:00:00,3864
2573,6623,2023-04-18 04:00:00,855
2574,9952,2023-04-18 05:00:00,4793
2575,5575,2023-04-18 06:00:00,1011
2576,7161,2023-04-18 07:00:00,4796
2577,5994,2023-04-18 08:00:00,720
2578,5560,2023-04-18 09:00:00,4935
2579,1913,2023-04-18 10:00:00,1653
2580,3809,2023-04-18 11:00:00,3889
2581,2678,2023-04-18 12:00:00,4701
2582,5579,2023-04-18 13:00:00,97
2583,9887,2023-04-18 14:00:00,3765
2584,4532,2023-04-18 15:00:00,2766
2585,1738,2023-04-18 16:00:00,3305
2586,5698,2023-04-18 17:00:00,1952
2587,46,2023-04-18 18:00:00,3270
2588,7020,2023-04-18 19:00:00,2638
2589,5892,2023-04-18 20:00:00,2672
2590,1942,2023-04-18 21:00:00,2550
2591,6061,2023-04-18 22:00:00,4945
2592,8348,2023-04-18 23:00:00,1784
2593,962,2023-04-19 00:00:00,784
2594,945,2023-04-19 01:00:00,4132
2595,7775,2023-04-19 02:00:00,4267
2596,9471,2023-04-19 03:00:00,480
2597,9578,2023-04-19 04:00:00,4363
2598,3920,2023-04-19 05:00:00,619
2599,9929,2023-04-19 06:00:00,4213
2600,6059,2023-04-19 07:00:00,4654
2601,3839,2023-04-19 08:00:00,315
2602,5560,2023-04-19 09:00:00,4553
2603,2651,2023-04-19 10:00:00,1442
2604,8432,2023-04-19 11:00:00,2039
2605,3255,2023-04-19 12:00:00,684
2606,6403,2023-04-19 13:00:00,3463
2607,7628,2023-04-19 14:00:00,2441
2608,8692,2023-04-19 15:00:00,3698
2609,6220,2023-04-19 16:00:00,578
2610,4393,2023-04-19 17:00:00,2552
2611,7720,2023-04-19 18:00:00,1127
2612,9622,2023-04-19 19:00:00,4781
2613,8719,2023-04-19 20:00:00,4598
2614,5852,2023-04-19 21:00:00,3387
2615,1809,2023-04-19 22:00:00,4954
2616,9403,2023-04-19 23:00:00,125
2617,8176,2023-04-20 00:00:00,3698
2618,9241,2023-04-20 01:00:00,1726
2619,4395,2023-04-20 02:00:00,810
2620,4669,2023-04-20 03:00:00,831
2621,9347,2023-04-20 04:00:00,4965
2622,5881,2023-04-20 05:00:00,189
2623,676,2023-04-20 06:00:00,4465
2624,3279,2023-04-20 07:00:00,1952
2625,2240,2023-04-20 08:00:00,1771
2626,9244,2023-04-20 09:00:00,468
2627,429,2023-04-20 10:00:00,2699
2628,2132,2023-04-20 11:00:00,1144
2629,8690,2023-04-20 12:00:00,1412
2630,3867,2023-04-20 13:00:00,1838
2631,851,2023-04-20 14:00:00,1703
2632,2892,2023-04-20 15:00:00,3621
2633,9251,2023-04-20 16:00:00,1875
2634,2145,2023-04-20 17:00:00,4880
2635,8036,2023-04-20 18:00:00,1308
2636,6551,2023-04-20 19:00:00,2269
2637,7104,2023-04-20 20:00:00,1161
2638,9974,2023-04-20 21:00:00,1068
2639,8681,2023-04-20 22:00:00,2436
2640,8596,2023-04-20 23:00:00,4500
2641,5343,2023-04-21 00:00:00,2341
2642,8595,2023-04-21 01:00:00,4649
2643,3658,2023-04-21 02:00:00,2411
2644,9994,2023-04-21 03:00:00,3412
2645,184,2023-04-21 04:00:00,4222
2646,6421,2023-04-21 05:00:00,941
2647,1517,2023-04-21 06:00:00,729
2648,7463,2023-04-21 07:00:00,466
2649,4157,2023-04-21 08:00:00,2529
2650,9901,2023-04-21 09:00:00,3307
2651,5086,2023-04-21 10:00:00,2873
2652,3694,2023-04-21 11:00:00,1092
2653,9742,2023-04-21 12:00:00,3708
2654,4411,2023-04-21 13:00:00,3148
2655,2792,2023-04-21 14:00:00,3617
2656,996,2023-04-21 15:00:00,4454
2657,2857,2023-04-21 16:00:00,4138
2658,8844,2023-04-21 17:00:00,1087
2659,7074,2023-04-21 18:00:00,456
2660,9085,2023-04-21 19:00:00,1112
2661,6180,2023-04-21 20:00:00,613
2662,2003,2023-04-21 21:00:00,2580
2663,9257,2023-04-21 22:00:00,296
2664,8361,2023-04-21 23:00:00,4607
2665,171,2023-04-22 00:00:00,102
2666,3690,2023-04-22 01:00:00,3403
2667,739,2023-04-22 02:00:00,487
2668,3563,2023-04-22 03:00:00,1017
2669,1318,2023-04-22 04:00:00,2399
2670,7826,2023-04-22 05:00:00,1312
2671,1288,2023-04-22 06:00:00,4115
2672,6082,2023-04-22 07:00:00,1387
2673,4037,2023-04-22 08:00:00,3954
2674,4537,2023-04-22 09:00:00,113
2675,8850,2023-04-22 10:00:00,942
2676,4204,2023-04-22 11:00:00,3161
2677,8124,2023-04-22 12:00:00,1929
2678,5335,2023-04-22 13:00:00,3474
2679,7925,2023-04-22 14:00:00,2649
2680,3202,2023-04-22 15:00:00,1899
2681,8768,2023-04-22 16:00:00,1824
2682,8492,2023-04-22 17:00:00,1178
2683,1893,2023-04-22 18:00:00,3240
2684,5482,2023-04-22 19:00:00,377
2685,224,2023-04-22 20:00:00,161
2686,6721,2023-04-22 21:00:00,1814
2687,7655,2023-04-22 22:00:00,2898
2688,3649,2023-04-22 23:00:00,2238
2689,2742,2023-04-23 00:00:00,2079
2690,7153,2023-04-23 01:00:00,1098
2691,5228,2023-04-23 02:00:00,521
2692,5512,2023-04-23 03:00:00,905
2693,6220,2023-04-23 04:00:00,2959
2694,2298,2023-04-23 05:00:00,622
2695,4337,2023-04-23 06:00:00,4440
